NGC 1543,17687.75182144527,1202.
NGC 1549,17427.895035256497,1247.
NGC 1553,14617.743782460473,1270.
NGC 1558,62765.40835636463,4541.
NGC 1559,13742.426192675377,1304.
NGC 1560,3291.5192917244294,-36.
NGC 1569,1766.6263664125818,73.
NGC 157,24161.683869667424,1667.
NGC 1574,19993.980798870616,1030.
NGC 1596,16161.093202586246,1510.
NGC 1637,10549.89996235619,717.
NGC 1653,58787.60062932114,4343.
NGC 1700,43269.48639768917,3881.
NGC 1705,5063.8758334222,629.
NGC 1723,32781.93302689108,3741.
NGC 1797,77957.03585663124,4478.
NGC 1832,15641.379630208698,1936.
NGC 185,610.4635577080813,-227.
NGC 1888,40877.47136584894,2394.
NGC 1924,31582.59401371214,2541.
NGC 1964,24836.31206458059,1662.
NGC 2082,13992.288487087657,1185.
NGC 2090,12214.518262344285,930.
NGC 2146,21388.21240169113,892.
NGC 2258,63141.86754661246,3966.
NGC 2268,30733.062212710392,2227.
NGC 2271,31575.931019194482,2588.
NGC 2273,31582.594013712132,1839.
NGC 2293,25322.71066436983,1959.
NGC 2320,86542.30429263716,5725.
NGC 2325,24479.841857885738,2158.
NGC 2337,7895.648503428035,436.
NGC 2339,30982.924507122665,2254.
NGC 2365,40877.471365848935,2277.
NGC 2366,3370.642351621651,96.
NGC 2380,24882.95302620422,1775.
NGC 2389,63365.07786295409,3956.
NGC 2403,3248.2098273596343,133.
NGC 2410,64564.41687613303,4678.
NGC 2434,22784.109753141067,1399.
NGC 2441,48338.35947699961,3470.
NGC 2460,40177.85694149455,1450.
NGC 247,3601.3485367956573,159.
NGC 2523,38378.848421726136,3468.
NGC 253,3318.171269795073,250.
NGC 2537,6896.199325778916,447.
NGC 2541,11963.406656459945,555.
NGC 2549,12593.05963837889,1056.
NGC 2559,18989.534375333245,1571.
NGC 2592,25685.84386558234,1989.
NGC 2595,80775.48253760174,4330.
NGC 2619,54669.87001740679,3477.
NGC 2623,101943.81612021006,5534.
NGC 2634,43592.64163179571,2269.
NGC 2681,17190.52585556483,692.
NGC 2683,9384.82777812522,411.
NGC 2695,34944.07474787201,1838.
NGC 2699,26825.215928102334,1825.
NGC 2706,52670.97166210853,1631.
NGC 2708,46074.60708962435,2008.
NGC 2715,24786.339605698133,1323.
NGC 274,19489.25896415781,1750.
NGC 2756,52171.24707328397,3979.
NGC 2768,19281.37353520679,1373.
NGC 2772,79756.04437639963,3426.
NGC 2778,22887.386168164812,2016.
NGC 2784,11233.808756776089,708.
NGC 2787,7475.879848815403,689.
NGC 2841,15791.297006856066,638.
NGC 2865,35723.64510643832,2581.
NGC 2880,21887.93699051569,1563.
NGC 289,28184.466809705133,1630.
NGC 2903,9727.971995784754,555.
NGC 2904,23587.00059251919,2395.
NGC 2915,3777.9178915136677,460.
NGC 2916,40577.636612554204,3729.
NGC 2919,49872.51396469101,2432.
NGC 2935,29433.778281766543,2277.
NGC 2950,14891.792746971863,1327.
NGC 2962,35480.4458065437,1966.
NGC 2974,24659.742709862578,1921.
NGC 2976,3674.6414764899237,3.
NGC 2986,41277.25103690858,2275.
NGC 300,2054.3122597034485,141.
NGC 3021,34780.83138218931,1540.
NGC 3032,21188.322566161303,1532.
NGC 3038,41077.36120137876,2790.
NGC 3054,34480.99662889458,2432.
NGC 3056,11743.527837377138,1047.
NGC 3073,33681.43728677528,1217.
NGC 3077,3972.8104811552453,7.
NGC 3078,37349.415768747545,2502.
NGC 3087,38222.26805056111,2662.
NGC 3089,29883.530411708634,2713.
NGC 3109,1240.4274793711834,403.
NGC 3115,10423.130542555447,698.
NGC 3124,38678.68317502087,3562.
NGC 3131,78656.6502809856,5080.
NGC 3136,25442.644565687726,1731.
NGC 3145,51271.74281339977,3651.
NGC 3147,45574.88250079979,2820.
NGC 3153,48073.5054449226,2810.
NGC 3156,23706.934493837078,1296.
NGC 3184,11293.775707435036,592.
NGC 3190,28084.52189194023,1337.
NGC 3193,31182.814342652495,1378.
NGC 3198,14696.275501594251,662.
NGC 3225,54469.98018187694,2121.
NGC 3226,30279.978585509456,1275.
NGC 3227,22387.661579340256,1157.
NGC 3241,41677.03070796824,3019.
NGC 3245,20888.48781286657,1358.
NGC 3250,40654.261049507295,2820.
NGC 3254,37779.17891513666,1366.
NGC 3257,34381.051711129665,3200.
NGC 3258,42143.44032420449,2778.
NGC 3268,41027.3887424963,2818.
NGC 3274,6496.419654719269,537.
NGC 3294,29483.750740648993,1586.
NGC 3308,40607.62008788368,3554.
NGC 3309,53220.668709815545,4055.
NGC 3310,20188.873388512187,983.
NGC 3311,46291.987285763025,3868.
NGC 3318,34680.8864644244,2772.
NGC 3319,13581.18172534799,741.
NGC 3347,35680.33564207353,3010.
NGC 3359,12992.839309438537,1012.
NGC 3370,30533.172377180563,1279.
NGC 3377,10840.692080234105,665.
NGC 3403,19489.25896415781,1261.
NGC 3412,10002.487369912378,857.
NGC 3413,16191.076677915715,644.
NGC 3414,25186.11927675778,1414.
NGC 3437,31882.428767006873,1283.
NGC 3449,46774.22151397874,3274.
NGC 3457,20688.597977336747,1158.
NGC 3489,10028.473048531254,690.
NGC 3510,3797.90687506665,704.
NGC 3522,25485.954030052508,1221.
NGC 3557,34930.74875883668,3038.
NGC 3568,33581.49236901037,2444.
NGC 3583,31582.594013712143,2135.
NGC 3585,17765.209132713073,1373.
NGC 3599,20148.895421406225,755.
NGC 3605,22387.661579340253,686.
NGC 3607,21365.724795194034,951.
NGC 3608,22672.504594970243,1108.
NGC 3610,19584.206636034472,1696.
NGC 3613,31419.350648029453,2003.
NGC 3621,6775.739398578051,726.
NGC 3626,19988.98355298237,1493.
NGC 3631,24286.615016873573,1156.
NGC 3640,21730.523745035956,1302.
NGC 3641,26685.293043231453,1755.
NGC 3644,113637.37149870476,7115.
NGC 3655,23986.780263578843,1473.
NGC 3675,20838.515353984112,770.
NGC 3683,33281.65761571564,1708.
NGC 3705,23587.00059251919,1017.
NGC 3715,36080.11531313316,2124.
NGC 3738,4897.300970480679,228.
NGC 3741,3013.3392706120917,211.
NGC 3811,43875.81889879629,3086.
NGC 3818,40161.1994552004,1732.
NGC 382,76194.67380670995,5228.
NGC 3888,41477.1408724384,2408.
NGC 3904,28114.505367269696,1576.
NGC 3923,20036.4573889207,1739.
NGC 3928,16340.99405456308,981.
NGC 3941,12093.335049554327,922.
NGC 3962,34474.33363437692,1814.
NGC 3981,25186.11927675778,1723.
NGC 3982,22448.461404313908,1108.
NGC 3987,65713.78343042951,4498.
NGC 3990,10294.326529785916,705.
NGC 3998,25036.20190011041,1040.
NGC 4017,51971.357237754164,3453.
NGC 4024,28194.461301481628,1646.
NGC 4026,16241.049136798172,944.
NGC 4033,21721.362127574175,1614.
NGC 4038,13442.591439380643,1624.
NGC 404,2980.357447749671,-49.
NGC 4050,43875.81889879631,1761.
NGC 4068,4752.380839721557,210.
NGC 4088,16041.159301268346,759.
NGC 4105,28119.50261315794,1896.
NGC 4111,14991.737664736775,807.
NGC 4125,21150.843221999465,1340.
NGC 4138,13792.398651557833,923.
NGC 4143,15341.544876913964,966.
NGC 4144,8515.306993570486,267.
NGC 4150,13625.823788616313,226.
NGC 4162,26785.237960996365,2569.
NGC 4163,3278.193302689109,163.
NGC 4168,30882.97958935775,2215.
NGC 4190,3498.0721217719133,228.
NGC 4193,37279.45432631211,2480.
NGC 4203,13792.398651557833,1086.
NGC 4214,2765.9755991439347,293.
NGC 4233,33881.32712230511,2371.
NGC 4244,4412.568119320857,243.
NGC 4251,19589.203881922716,1067.
NGC 4260,37679.23399737175,1957.
NGC 4261,31388.700873248206,2238.
NGC 4262,14591.95799367713,1359.
NGC 4267,14192.178322617478,1001.
NGC 4273,35780.28055983843,2385.
NGC 4278,15372.638851329719,648.
NGC 4281,24386.559934638484,2732.
NGC 4283,16201.071169692206,1076.
NGC 4291,29348.825101666356,1715.
NGC 4302,48973.0097048068,1149.
NGC 4339,16434.27597781033,1289.
NGC 4346,14292.123240382389,762.
NGC 4352,13392.618980498182,2106.
NGC 4365,21436.647246454126,1240.
NGC 4371,14591.95799367713,941.
NGC 4373,40147.87346616508,3373.
NGC 4379,15041.710123619227,1071.
NGC 4386,26985.127796526198,1649.
NGC 4387,18922.904430156635,472.
NGC 4391,23986.780263578843,1348.
NGC 4395,4475.033692923926,319.
NGC 4414,18827.62360855409,720.
NGC 4415,14851.814779865897,910.
NGC 4417,15891.24192462098,843.
NGC 4419,15591.407171326247,-261.
NGC 4431,15811.285990409055,934.
NGC 4434,23457.072199424805,1068.
NGC 4436,16820.729659834662,1124.
NGC 4441,18989.534375333245,2674.
NGC 4442,13792.398651557834,515.
NGC 4448,47373.891020568204,661.
NGC 4449,3831.2218476549533,203.
NGC 4450,19489.25896415781,1955.
NGC 4458,17129.309593433823,684.
NGC 4459,15991.186842385896,1215.
NGC 4460,9584.717613655042,558.
NGC 4464,13092.784227203449,1265.
NGC 4468,15791.29700685607,895.
NGC 4473,15457.730843815674,2236.
NGC 4474,14591.957993677126,1624.
NGC 4476,16390.966513445543,1970.
NGC 4478,16205.513166037315,1356.
NGC 4479,16390.96651344554,858.
NGC 448,30283.310082768276,1917.
NGC 4482,18729.677589144474,1840.
NGC 4483,15891.241924620981,881.
NGC 4489,14551.980026571164,960.
NGC 4490,6896.199325778915,565.
NGC 4494,13658.916661387362,1350.
NGC 4495,73672.73038177534,4550.
NGC 45,9284.882860360309,467.
NGC 4515,13792.398651557834,951.
NGC 452,70461.16702426283,4962.
NGC 4520,128978.91637561872,7628.
NGC 4523,6396.474736954355,259.
NGC 4526,18015.071427125356,603.
NGC 4527,14225.796158592952,1736.
NGC 4531,15191.6275002666,107.
NGC 4535,15848.912312391134,1962.
NGC 4536,15374.489683140177,1808.
NGC 4546,20138.900929629734,1050.
NGC 4550,16824.06115709349,381.
NGC 4551,17472.370523661888,1172.
NGC 4564,15727.332259486528,1142.
NGC 4565,13292.674062733275,1227.
NGC 4568,21488.15731945605,2255.
NGC 4570,13792.398651557834,1750.
NGC 4571,15091.682582501688,341.
NGC 4578,17756.880389566002,2284.
NGC 4589,21188.32256616131,1980.
NGC 4593,48473.28511598224,2491.
NGC 4600,7345.95145572102,787.
NGC 4602,34480.99662889458,2539.
NGC 4603,43800.860210472616,2561.
NGC 4605,5393.694062046408,143.
NGC 4612,13392.618980498182,1884.
NGC 4616,47470.5044410743,4579.
NGC 4620,21288.26748392622,1178.
NGC 4623,12193.279967319242,1892.
NGC 4627,9374.833286348729,828.
NGC 4636,15401.51182757291,1094.
NGC 4638,17240.49831444729,1148.
NGC 4645,32188.926514819268,2601.
NGC 4651,24136.697640226208,804.
NGC 4660,13852.365602216778,1083.
NGC 4675,79706.0719175172,4806.
NGC 4679,66913.12244360846,4648.
NGC 4680,39278.352681610355,2492.
NGC 4682,22887.386168164812,2334.
NGC 4684,13492.563898263099,1589.
NGC 4696,37345.41797203694,3045.
NGC 4697,10724.089676175037,1210.
NGC 470,50572.12838904538,2374.
NGC 4704,110139.29937693285,8169.
NGC 4709,36464.903246528076,4683.
NGC 4712,91549.54467265928,4381.
NGC 4725,12946.753597358049,1206.
NGC 4729,36944.63885179966,3305.
NGC 4733,14891.792746971865,905.
NGC 4742,14048.923940487775,1270.
NGC 4753,18989.534375333245,1396.
NGC 4754,16557.54137638706,1374.
NGC 4767,34540.96357955353,2997.
NGC 4772,28284.411727470047,1040.
NGC 48,60766.51000106639,1776.
NGC 4800,29783.58549394373,891.
NGC 4802,11493.66554296486,1032.
NGC 4874,106941.06200845566,7180.
NGC 4881,101777.24125726854,6720.
NGC 4926,110938.85871905212,7887.
NGC 4939,37779.17891513666,3110.
NGC 494,68162.43391566987,5462.
NGC 4941,21188.32256616131,1108.
NGC 4945,3228.220843806652,560.
NGC 4946,48846.412808971254,3038.
NGC 4947,22787.441250399894,2408.
NGC 495,87052.02337323819,4114.
NGC 4981,22287.716661575338,1678.
NGC 4995,30183.365165003375,1767.
NGC 5005,18239.947492096406,945.
NGC 5011,42816.402770488225,3125.
NGC 5012,39078.462846080525,2619.
NGC 5018,47873.615609392764,2897.
NGC 5023,5397.025559305239,407.
NGC 5033,25119.48933158117,875.
NGC 5044,32428.79431745506,2771.
NGC 5051,82754.39190934699,4413.
NGC 5054,20238.84584739464,1740.
NGC 5061,23846.857378707955,2041.
NGC 5090,45170.105583851895,3355.
NGC 5102,3279.859051318523,467.
NGC 5128,3475.227569139933,547.
NGC 514,34381.051711129665,2472.
NGC 5145,54969.70477070149,1225.
NGC 5152,86652.24370217857,4166.
NGC 5161,22087.82682604552,2388.
NGC 5170,25635.871406699884,1502.
NGC 5184,59966.9506589471,4000.
NGC 5193,47403.87449589768,3735.
NGC 5204,4920.621451292492,203.
NGC 5218,50772.01822457523,2880.
NGC 5229,5097.1908060105025,363.
NGC 523,54969.70477070149,4758.
NGC 524,23620.315565107496,2416.
NGC 5253,3483.94197822584,403.
NGC 5254,29183.915987354252,2316.
NGC 5264,4512.5130370857705,478.
NGC 5273,15891.241924620981,1089.
NGC 5308,34081.216957834935,2038.
NGC 5322,27244.984582714962,1781.
NGC 5337,52171.24707328397,2165.
NGC 5338,12792.949473908715,815.
NGC 5350,28384.356645234955,2325.
NGC 536,61865.904096480415,5188.
NGC 5371,31382.704178182314,2552.
NGC 5376,55469.42935952606,2080.
NGC 5377,30982.92450712267,1792.
NGC 5408,4802.353298604013,537.
NGC 5427,29383.80582288407,2618.
NGC 5448,34780.83138218932,2028.
NGC 5468,51011.886027210996,2841.
NGC 5474,7196.03407907365,275.
NGC 5477,7695.758667898211,304.
NGC 5481,25735.81632446479,2004.
NGC 5485,27544.819336009696,1989.
NGC 5490,78846.54562473894,5008.
NGC 5494,49372.78937586644,2604.
NGC 55,1585.4595454773848,129.
NGC 5557,39678.13235266999,3258.
NGC 5574,23886.835345813928,1659.
NGC 5576,25082.842861734043,1482.
NGC 5582,30912.96306468723,1435.
NGC 5585,8058.058994796015,305.
NGC 5592,51771.46740222433,4302.
NGC 5611,25186.11927675778,1957.
NGC 5631,27784.6871386455,1979.
NGC 5638,25695.838357358833,1622.
NGC 5653,45674.82741856471,3566.
NGC 5656,60766.510001066374,3150.
NGC 5678,30033.447788356,1921.
NGC 5687,27884.6320564104,2200.
NGC 5728,30183.365165003375,2787.
NGC 5740,30483.19991829811,1569.
NGC 5770,18989.534375333245,1464.
NGC 5772,109939.40954140299,4900.
NGC 5786,26285.5133721718,2998.
NGC 5806,21388.212401691126,1359.
NGC 5812,28301.0692137642,1899.
NGC 5813,29646.161232016973,1959.
NGC 5831,27588.128800374492,1667.
NGC 5833,33381.60253348055,3031.
NGC 5839,22587.55141487007,1225.
NGC 584,20088.928470747276,1872.
NGC 5845,24986.229441227955,1456.
NGC 5846,25750.80806212953,1709.
NGC 5861,24386.559934638484,1887.
NGC 5874,48073.5054449226,3124.
NGC 5878,29083.971069589345,1991.
NGC 5898,30369.929011497876,2157.
NGC 59,5297.080641540328,361.
NGC 5903,33255.005637645,2513.
NGC 5938,27484.852385350754,3512.
NGC 596,21501.48330849136,1876.
NGC 5967,34980.72121771914,2853.
NGC 5970,29483.750740648997,1957.
NGC 5982,46334.463875813104,2936.
NGC 5990,48273.395280452416,3838.
NGC 6000,35180.611053248955,2193.
NGC 6017,29783.58549394372,1626.
NGC 6038,149384.33708595487,9392.
NGC 6063,50772.01822457521,2847.
NGC 6070,26785.237960996365,2005.
NGC 6181,34980.72121771914,2370.
NGC 6221,8730.188566765048,1481.
NGC 625,3528.055597101387,405.
NGC 63,18689.699622038508,1160.
NGC 6300,14092.233404852568,1110.
NGC 632,46574.33167844892,3168.
NGC 636,28690.85439304735,1805.
NGC 6384,18439.83732762623,1663.
NGC 6411,49905.82893727929,3690.
NGC 6483,60311.76062523604,5488.
NGC 6484,62465.57360306988,3114.
NGC 6495,43041.27883545926,3127.
NGC 6503,5473.649996258337,43.
NGC 6548,22987.33108592972,2169.
NGC 661,39278.35268161034,3817.
NGC 6627,76551.14401340479,5268.
NGC 6673,10893.996036375387,1104.
NGC 6684,10953.213400151099,865.
NGC 6702,55166.2631089725,4748.
NGC 6703,30720.569097989774,2388.
NGC 672,7196.034079073651,421.
NGC 673,68159.10241841103,5183.
NGC 6744,8705.202337323819,841.
NGC 6754,39378.297599375255,3254.
NGC 6764,37379.39924407702,2416.
NGC 6788,44875.26807644541,2739.
NGC 6789,3598.0170395368264,-157.
NGC 680,37854.13760346035,2800.
NGC 681,45674.82741856471,1745.
NGC 6822,549.4194229354457,-57.
NGC 6851,36416.59653627503,3036.
NGC 6861,28084.52189194023,2819.
NGC 6868,30929.62055098138,2854.
NGC 6869,32082.318602536696,2739.
NGC 6876,45020.18820720453,3836.
NGC 6902,30283.31008276828,2787.
NGC 6906,65763.75588931199,4849.
NGC 6909,36593.16589099305,2716.
NGC 6916,48273.395280452416,3099.
NGC 6923,33381.602533480545,2832.
NGC 6943,28684.191398529696,3109.
NGC 6946,7174.379346891253,48.
NGC 6951,24586.449770168303,1424.
NGC 701,21288.26748392622,1836.
NGC 7014,62215.711308657614,4764.
NGC 7029,39181.739261104274,2738.
NGC 7041,25685.84386558234,1946.
NGC 7049,27634.76976199812,2285.
NGC 7059,16790.74618450518,1742.
NGC 708,62615.490979717266,4855.
NGC 7083,34381.05171112967,3101.
NGC 7097,32382.15335583143,2404.
NGC 7126,37279.45432631211,2981.
NGC 7131,84723.30678931573,5458.
NGC 7144,26288.84486943064,1890.
NGC 7145,23853.52037322562,1872.
NGC 7168,34980.72121771914,2747.
NGC 7171,45474.93758303488,2696.
NGC 7173,34837.466835589425,2600.
NGC 7177,20488.708141806925,1150.
NGC 7180,20335.459267900726,1238.
NGC 7185,19988.983552982365,1838.
NGC 7192,37789.17340691315,2904.
NGC 7196,43869.155904278625,2853.
NGC 720,23998.77365371062,1722.
NGC 7200,54436.665209288636,2854.
NGC 7205,20238.84584739465,1689.
NGC 7218,26285.5133721718,1662.
NGC 7280,23437.08321587182,1848.
NGC 7302,23786.890428049017,2586.
NGC 7329,40177.856941494545,3252.
NGC 7331,14669.809824357162,820.
NGC 7332,22987.33108592972,1299.
NGC 7339,16990.63602003501,1339.
NGC 7392,43276.149392206826,3177.
NGC 7448,29233.888446236713,2194.
NGC 7454,24852.969550874743,2051.
NGC 7457,12393.169802849066,822.
NGC 7479,31082.869424887584,2376.
NGC 748,76557.80700792247,5316.
NGC 7507,24356.57645930901,1536.
NGC 7531,25186.11927675778,1594.
NGC 7541,35330.52842989633,2681.
NGC 7562,57268.43787929448,3514.
NGC 7582,22037.854367163058,1574.
NGC 7590,25485.954030052515,1596.
NGC 7599,24086.72518134375,1654.
NGC 7619,57838.12391055448,3758.
NGC 7634,51971.35723775415,3225.
NGC 7678,35280.55597101387,3486.
NGC 7721,27384.907467585832,2017.
NGC 7723,24486.5048524034,1874.
NGC 7741,12742.977015026258,755.
NGC 7743,19939.011094099907,1710.
NGC 7755,33881.32712230511,2963.
NGC 779,22937.358627047255,1391.
NGC 7793,3937.829759937526,230.
NGC 7796,49872.51396469101,3252.
NGC 7814,19489.25896415781,1050.
NGC 784,4997.245888245593,198.
NGC 821,23914.32019819928,1753.
NGC 855,9724.640498525923,594.
NGC 891,9903.113565963264,528.
NGC 895,36579.83990195773,2289.
NGC 908,18389.864868743778,1497.
NGC 925,9177.799019897902,553.
NGC 935,40877.47136584894,4142.
NGC 936,20688.597977336754,1340.
NGC 949,11293.775707435036,611.
NGC 976,55834.228309368,4298.
NGC 988,12832.927441014677,1504.
Pegasus Dwarf Irregular Galaxy,919.1745962438241,-184.
Phoenix Dwarf Galaxy,444.2677215178484,-13.
Pisces Dwarf Galaxy,772.1066608448126,-286.
Sagittarius Dwarf Elliptical Galaxy,19.91544958528286,142.
Sagittarius Dwarf Irregular Galaxy,1060.1147010012107,-79.
Sculptor Dwarf Galaxy,79.04901527696887,110.
Sextans A,1332.8031645535452,335.
Sextans B,1343.52686817639,301.
Sextans Dwarf Galaxy,85.78962898275692,224.
Small Magellanic Cloud,60.573605892468024,158.
Tucana Dwarf Galaxy,879.3436970732586,130.
UGC-A 86,2247.3818878161505,67.
UGC-A 92,1286.844434741354,-99.
Ursa Minor Dwarf Galaxy,65.87417939747408,-247.
Wolf-Lundmark-Melotte,925.3024268854497,-122.
